id_equipo;vida_util_consumida;tasa_incidencias_tecnicas;tiempo_inactividad_acumulado;costo_mto_reactivo_acumulado;ubicacion_activo;estado_integridad_hardware;tipo_equipo
6462;6781;2;355;8199;UDLAPARK;Regular;Computadora de Escritorio
6463;8721;6;1328;37247;UDLAPARK;Critico;Servidor
6464;2099;0;0;2551;UDLAPARK;Excelente;Computadora de Escritorio
6465;5235;9;1965;7482;UDLAPARK;Regular;Servidor
6466;1179;0;0;1231;UDLAPARK;Excelente;Proyector
6467;2474;5;1403;3541;UDLAPARK;Bueno;Laptop
6468;1266;0;0;1831;GRANADOS;Excelente;Computadora de Escritorio
6469;8352;7;1783;31506;UDLAPARK;Critico;Computadora de Escritorio
6470;6635;4;964;14255;GRANADOS;Regular;Proyector
6471;5734;3;565;1224;UDLAPARK;Regular;Computadora de Escritorio
6472;6438;1;273;1167;UDLAPARK;Regular;Proyector
6473;550;0;0;5892;UDLAPARK;Bueno;Proyector
6474;898;9;2166;15993;UDLAPARK;Critico;Computadora de Escritorio
6475;7274;5;1915;8707;UDLAPARK;Regular;Computadora de Escritorio
6476;8613;4;1282;22233;UDLAPARK;Critico;Impresora
6477;3429;2;718;3271;UDLAPARK;Bueno;Proyector
6478;1226;0;0;981;UDLAPARK;Excelente;Laptop
6479;270;1;325;7318;UDLAPARK;Bueno;Computadora de Escritorio
6480;1727;0;0;1945;UDLAPARK;Excelente;Computadora de Escritorio
6481;492;0;0;3249;UDLAPARK;Bueno;Proyector
6482;4991;0;0;4263;GRANADOS;Bueno;Laptop
6483;4565;0;0;2682;UDLAPARK;Bueno;Laptop
6484;1127;0;0;2267;UDLAPARK;Excelente;Laptop
6485;2092;0;0;178;UDLAPARK;Excelente;Computadora de Escritorio
6486;3979;1;32;5809;UDLAPARK;Bueno;Impresora
6487;9603;3;1075;38586;COLON;Critico;Proyector
6488;4173;1;364;3341;UDLAPARK;Bueno;Computadora de Escritorio
6489;4718;1;323;5447;UDLAPARK;Bueno;Proyector
6490;6284;6;1677;13242;UDLAPARK;Regular;Computadora de Escritorio
6491;3305;0;0;3773;UDLAPARK;Bueno;Proyector
6492;1672;0;0;1757;UDLAPARK;Excelente;Laptop
6493;4407;4;1347;3443;UDLAPARK;Bueno;Computadora de Escritorio
6494;715;0;0;724;UDLAPARK;Excelente;Computadora de Escritorio
6495;8779;17;6075;17786;UDLAPARK;Critico;Proyector
6496;2096;0;0;2054;UDLAPARK;Excelente;Proyector
6497;3148;1;358;4409;GRANADOS;Bueno;Proyector
6498;896;0;0;2807;UDLAPARK;Excelente;Proyector
6499;1639;0;0;2318;UDLAPARK;Excelente;Computadora de Escritorio
6500;6435;2;568;14902;UDLAPARK;Regular;Proyector
6501;1102;0;0;1531;UDLAPARK;Excelente;Impresora
6502;1101;0;0;892;UDLAPARK;Excelente;Laptop
6503;3697;1;197;3054;UDLAPARK;Bueno;Computadora de Escritorio
6504;1051;0;0;585;COLON;Excelente;Laptop
6505;2218;0;0;2003;GRANADOS;Excelente;Computadora de Escritorio
6506;6914;4;693;13699;UDLAPARK;Regular;Computadora de Escritorio
6507;6355;4;123;8632;UDLAPARK;Regular;Laptop
6508;9301;4;1445;15016;UDLAPARK;Critico;Computadora de Escritorio
6509;7986;4;1338;32906;UDLAPARK;Critico;Servidor
6510;7652;6;922;11945;GRANADOS;Regular;Computadora de Escritorio
6511;1439;0;0;2114;UDLAPARK;Excelente;Laptop
6512;5918;3;678;8473;UDLAPARK;Regular;Computadora de Escritorio
6513;6877;1;204;12703;UDLAPARK;Regular;Laptop
6514;6103;0;0;9441;UDLAPARK;Regular;Computadora de Escritorio
6515;5305;1;295;5892;UDLAPARK;Bueno;Computadora de Escritorio
6516;1356;0;0;2151;UDLAPARK;Excelente;Laptop
6517;6712;5;133;14502;UDLAPARK;Regular;Servidor
6518;6993;1;239;10037;UDLAPARK;Regular;Servidor
6519;8174;9;3289;15884;UDLAPARK;Critico;Computadora de Escritorio
6520;250;0;0;2591;GRANADOS;Excelente;Laptop
6521;1034;0;0;2097;UDLAPARK;Excelente;Laptop
6522;1589;0;0;1271;UDLAPARK;Excelente;Computadora de Escritorio
6523;6552;2;322;8306;UDLAPARK;Regular;Proyector
6524;761;0;0;40;COLON;Excelente;Proyector
6525;55;0;0;1537;UDLAPARK;Excelente;Proyector
6526;7936;7;2158;26609;UDLAPARK;Critico;Laptop
6527;2264;0;0;133;GRANADOS;Excelente;Proyector
6528;6944;2;696;10945;GRANADOS;Regular;Computadora de Escritorio
6529;4338;1;246;4588;UDLAPARK;Bueno;Computadora de Escritorio
6530;6502;4;1389;11021;UDLAPARK;Regular;Laptop
6531;4977;2;545;3769;UDLAPARK;Bueno;Computadora de Escritorio
6532;8797;8;305;33428;UDLAPARK;Critico;Computadora de Escritorio
6533;8593;4;1527;34857;GRANADOS;Critico;Laptop
6534;2187;0;0;2803;UDLAPARK;Excelente;Laptop
6535;1558;0;0;461;COLON;Excelente;Computadora de Escritorio
6536;1308;0;0;2822;UDLAPARK;Excelente;Impresora
6537;5284;2;665;9487;UDLAPARK;Regular;Laptop
6538;932;11;4363;2115;UDLAPARK;Critico;Laptop
6539;3747;0;0;6233;UDLAPARK;Bueno;Laptop
6540;4379;1;218;5277;UDLAPARK;Bueno;Proyector
6541;2093;0;0;1768;UDLAPARK;Excelente;Proyector
6542;5716;8;1768;12326;UDLAPARK;Regular;Servidor
6543;8609;7;1872;27461;UDLAPARK;Critico;Computadora de Escritorio
6544;1468;0;0;2751;UDLAPARK;Excelente;Laptop
6545;3667;0;0;477;UDLAPARK;Bueno;Proyector
6546;631;0;0;413;UDLAPARK;Excelente;Proyector
6547;4844;0;0;612;GRANADOS;Bueno;Computadora de Escritorio
6548;4512;1;211;5263;UDLAPARK;Bueno;Laptop
6549;1889;0;0;131;UDLAPARK;Excelente;Laptop
6550;373;0;0;6975;COLON;Bueno;Computadora de Escritorio
6551;1088;0;0;2631;COLON;Excelente;Proyector
6552;4055;1;305;2078;GRANADOS;Bueno;Proyector
6553;4817;2;358;739;GRANADOS;Bueno;Laptop
6554;1982;0;0;1029;UDLAPARK;Excelente;Proyector
6555;800;6;1575;11386;UDLAPARK;Regular;Proyector
6556;6524;3;1134;14189;UDLAPARK;Regular;Proyector
6557;3858;2;34;3644;UDLAPARK;Bueno;Proyector
6558;50;0;0;1707;GRANADOS;Excelente;Servidor
6559;7151;3;654;7538;UDLAPARK;Regular;Computadora de Escritorio
6560;8845;5;1417;24105;UDLAPARK;Critico;Computadora de Escritorio
6561;949;0;0;2805;GRANADOS;Excelente;Laptop
6562;1635;0;0;1878;GRANADOS;Excelente;Laptop
6563;735;0;0;652;GRANADOS;Excelente;Servidor
6564;3374;1;18;2077;UDLAPARK;Bueno;Computadora de Escritorio
6565;1132;0;0;1992;GRANADOS;Excelente;Proyector
6566;3112;2;676;3088;UDLAPARK;Bueno;Computadora de Escritorio
6567;5733;3;821;13181;UDLAPARK;Regular;Proyector
6568;3931;3;728;6212;UDLAPARK;Bueno;Laptop
6569;3919;1;309;3617;GRANADOS;Bueno;Servidor
6570;3775;1;212;3318;UDLAPARK;Bueno;Laptop
6571;4486;3;629;7567;GRANADOS;Bueno;Proyector
6572;1479;0;0;1953;GRANADOS;Excelente;Laptop
6573;164;0;0;1416;UDLAPARK;Excelente;Proyector
6574;9054;4;848;21255;UDLAPARK;Critico;Proyector
6575;1766;0;0;779;UDLAPARK;Excelente;Servidor
6576;500;6;1573;12549;UDLAPARK;Regular;Computadora de Escritorio
6577;7784;0;0;25418;UDLAPARK;Critico;Proyector
6578;2159;0;0;1365;GRANADOS;Excelente;Laptop
6579;4268;0;0;3034;UDLAPARK;Bueno;Laptop
6580;4033;0;0;3863;UDLAPARK;Bueno;Laptop
6581;8298;3;1197;19404;UDLAPARK;Critico;Computadora de Escritorio
6582;9185;7;2644;26513;UDLAPARK;Critico;Computadora de Escritorio
6583;7116;5;1585;1015;UDLAPARK;Regular;Servidor
6584;1297;0;0;857;UDLAPARK;Excelente;Computadora de Escritorio
6585;5673;4;1564;809;UDLAPARK;Regular;Computadora de Escritorio
6586;372;0;0;3712;UDLAPARK;Bueno;Computadora de Escritorio
6587;3174;1;281;4251;UDLAPARK;Bueno;Impresora
6588;2103;0;0;2918;GRANADOS;Excelente;Computadora de Escritorio
6589;1585;0;0;2001;UDLAPARK;Excelente;Laptop
6590;7755;3;1029;14515;UDLAPARK;Regular;Laptop
6591;3066;1;372;7567;GRANADOS;Bueno;Laptop
6592;1955;0;0;1374;UDLAPARK;Excelente;Computadora de Escritorio
6593;3331;0;0;7044;UDLAPARK;Bueno;Proyector
6594;9502;7;2042;31576;GRANADOS;Critico;Laptop
6595;7138;3;1185;7237;UDLAPARK;Regular;Laptop
6596;1077;0;0;2126;UDLAPARK;Excelente;Computadora de Escritorio
6597;1591;0;0;2582;UDLAPARK;Excelente;Computadora de Escritorio
6598;1732;0;0;2475;GRANADOS;Excelente;Computadora de Escritorio
6599;9288;7;2184;28483;UDLAPARK;Critico;Computadora de Escritorio
6600;4201;3;616;7303;UDLAPARK;Bueno;Proyector
6601;4268;0;0;4712;GRANADOS;Bueno;Computadora de Escritorio
6602;4788;2;628;6867;GRANADOS;Bueno;Laptop
6603;4737;0;0;2757;UDLAPARK;Bueno;Proyector
6604;7663;4;107;8702;UDLAPARK;Regular;Proyector
6605;3492;2;508;6831;UDLAPARK;Bueno;Proyector
6606;1641;0;0;917;UDLAPARK;Excelente;Computadora de Escritorio
6607;1164;0;0;2161;UDLAPARK;Excelente;Laptop
6608;4373;0;0;525;GRANADOS;Bueno;Computadora de Escritorio
6609;8249;4;1578;25828;UDLAPARK;Critico;Laptop
6610;1928;0;0;2838;UDLAPARK;Excelente;Proyector
6611;8502;1;231;38786;UDLAPARK;Critico;Computadora de Escritorio
6612;6405;3;602;1393;GRANADOS;Regular;Computadora de Escritorio
6613;1725;0;0;2139;UDLAPARK;Excelente;Computadora de Escritorio
6614;1711;0;0;2078;UDLAPARK;Excelente;Laptop
6615;1933;0;0;1969;UDLAPARK;Excelente;Computadora de Escritorio
6616;6156;4;64;9273;UDLAPARK;Regular;Laptop
6617;1516;0;0;2978;UDLAPARK;Excelente;Proyector
6618;498;3;972;7074;UDLAPARK;Bueno;Computadora de Escritorio
6619;4573;1;387;7689;UDLAPARK;Bueno;Laptop
6620;6006;1;229;7531;UDLAPARK;Regular;Servidor
6621;1452;0;0;326;UDLAPARK;Excelente;Computadora de Escritorio
6622;4044;2;562;3624;GRANADOS;Bueno;Computadora de Escritorio
6623;3528;0;0;4615;UDLAPARK;Bueno;Laptop
6624;3848;2;543;5114;COLON;Bueno;Impresora
6625;6654;2;38;8949;UDLAPARK;Regular;Servidor
6626;1251;0;0;2071;GRANADOS;Excelente;Computadora de Escritorio
6627;6841;4;1453;1024;GRANADOS;Regular;Laptop
6628;6311;3;67;14519;UDLAPARK;Regular;Laptop
6629;2256;0;0;372;UDLAPARK;Bueno;Laptop
6630;6162;6;1616;13618;GRANADOS;Regular;Proyector
6631;3863;1;163;4974;UDLAPARK;Bueno;Computadora de Escritorio
6632;1628;0;0;2702;COLON;Excelente;Laptop
6633;7111;5;1299;13891;UDLAPARK;Regular;Laptop
6634;550;1;177;7728;UDLAPARK;Bueno;Proyector
6635;4574;2;668;4098;GRANADOS;Bueno;Proyector
6636;1631;0;0;2473;COLON;Excelente;Computadora de Escritorio
6637;8721;5;1242;28912;UDLAPARK;Critico;Proyector
6638;4341;0;0;5827;GRANADOS;Bueno;Computadora de Escritorio
6639;871;0;0;122;UDLAPARK;Excelente;Computadora de Escritorio
6640;3451;1;161;2762;UDLAPARK;Bueno;Laptop
6641;5694;4;924;12327;UDLAPARK;Regular;Laptop
6642;6084;4;1378;12912;GRANADOS;Regular;Laptop
6643;5031;2;698;5656;UDLAPARK;Bueno;Servidor
6644;8448;5;1309;32911;UDLAPARK;Critico;Computadora de Escritorio
6645;1811;0;0;97;UDLAPARK;Excelente;Computadora de Escritorio
6646;4461;0;0;6773;UDLAPARK;Bueno;Proyector
6647;789;4;1287;27878;UDLAPARK;Critico;Proyector
6648;8955;2;456;35832;UDLAPARK;Critico;Proyector
6649;6189;4;814;9298;GRANADOS;Regular;Laptop
6650;836;6;1056;25002;UDLAPARK;Critico;Computadora de Escritorio
6651;1301;0;0;2365;UDLAPARK;Excelente;Proyector
6652;9178;8;3071;24768;UDLAPARK;Critico;Proyector
6653;1799;0;0;2127;UDLAPARK;Excelente;Computadora de Escritorio
6654;1515;0;0;170;COLON;Excelente;Laptop
6655;1306;0;0;26;UDLAPARK;Excelente;Computadora de Escritorio
6656;3554;0;0;449;GRANADOS;Bueno;Proyector
6657;1141;0;0;61;UDLAPARK;Excelente;Computadora de Escritorio
6658;1299;0;0;1737;UDLAPARK;Excelente;Computadora de Escritorio
6659;1282;0;0;414;UDLAPARK;Excelente;Computadora de Escritorio
6660;1423;0;0;2316;UDLAPARK;Excelente;Proyector
6661;5216;1;228;7872;UDLAPARK;Bueno;Laptop
6662;3273;1;36;280;UDLAPARK;Bueno;Proyector
6663;55;0;0;383;UDLAPARK;Excelente;Servidor
6664;5037;3;704;11516;UDLAPARK;Regular;Laptop
6665;9197;5;1226;19591;UDLAPARK;Critico;Computadora de Escritorio
6666;500;4;73;13856;UDLAPARK;Regular;Computadora de Escritorio
6667;1619;0;0;1814;UDLAPARK;Excelente;Computadora de Escritorio
6668;6283;5;1177;10711;UDLAPARK;Regular;Computadora de Escritorio
6669;100;0;0;1479;UDLAPARK;Excelente;Proyector
6670;1304;0;0;2624;GRANADOS;Excelente;Computadora de Escritorio
6671;140;0;0;543;UDLAPARK;Excelente;Proyector
6672;6632;6;1479;11909;UDLAPARK;Regular;Proyector
6673;50;0;0;2051;UDLAPARK;Excelente;Laptop
6674;1331;0;0;1184;UDLAPARK;Excelente;Proyector
6675;1301;0;0;974;GRANADOS;Excelente;Laptop
6676;9478;4;132;28727;GRANADOS;Critico;Laptop
6677;4765;3;648;4567;UDLAPARK;Bueno;Servidor
6678;50;0;0;2455;UDLAPARK;Excelente;Laptop
6679;4399;1;164;7686;GRANADOS;Bueno;Proyector
6680;3802;0;0;5812;UDLAPARK;Bueno;Computadora de Escritorio
6681;6297;0;0;8253;UDLAPARK;Regular;Computadora de Escritorio
6682;1278;0;0;2812;UDLAPARK;Excelente;Computadora de Escritorio
6683;9766;0;0;28308;UDLAPARK;Critico;Computadora de Escritorio
6684;522;0;0;2191;UDLAPARK;Excelente;Computadora de Escritorio
6685;6545;2;34;10379;UDLAPARK;Regular;Laptop
6686;1797;0;0;2865;GRANADOS;Excelente;Computadora de Escritorio
6687;5352;1;308;6086;UDLAPARK;Bueno;Computadora de Escritorio
6688;4099;0;0;5615;UDLAPARK;Bueno;Computadora de Escritorio
6689;3365;4;1332;5815;GRANADOS;Bueno;Proyector
6690;2128;0;0;934;GRANADOS;Excelente;Laptop
6691;5796;6;2378;12948;UDLAPARK;Regular;Servidor
6692;857;0;0;2207;GRANADOS;Excelente;Proyector
6693;7473;4;1588;13284;UDLAPARK;Regular;Computadora de Escritorio
6694;7241;2;532;9745;UDLAPARK;Regular;Computadora de Escritorio
6695;3497;3;1028;3916;UDLAPARK;Bueno;Computadora de Escritorio
6696;7373;0;0;10042;GRANADOS;Regular;Computadora de Escritorio
6697;6593;1;337;8042;GRANADOS;Regular;Laptop
6698;3657;1;234;3473;UDLAPARK;Bueno;Computadora de Escritorio
6699;6742;4;1513;7943;UDLAPARK;Regular;Computadora de Escritorio
6700;1999;0;0;1417;UDLAPARK;Excelente;Laptop
6701;3346;0;0;2558;UDLAPARK;Bueno;Computadora de Escritorio
6702;5382;0;0;1393;UDLAPARK;Regular;Impresora
6703;4257;1;268;3594;UDLAPARK;Bueno;Servidor
6704;2102;0;0;2623;UDLAPARK;Excelente;Laptop
6705;3123;1;295;2989;UDLAPARK;Bueno;Computadora de Escritorio
6706;5959;1;356;13241;UDLAPARK;Regular;Computadora de Escritorio
6707;7863;5;1667;19581;UDLAPARK;Critico;Computadora de Escritorio
6708;5037;0;0;3061;UDLAPARK;Bueno;Computadora de Escritorio
6709;5772;5;163;11278;UDLAPARK;Regular;Computadora de Escritorio
6710;799;6;1401;27252;UDLAPARK;Critico;Computadora de Escritorio
6711;1079;0;0;509;GRANADOS;Excelente;Laptop
6712;681;0;0;2495;UDLAPARK;Excelente;Computadora de Escritorio
6713;6024;3;942;13038;UDLAPARK;Regular;Laptop
6714;7656;3;771;10283;UDLAPARK;Regular;Proyector
6715;9457;2;585;36157;UDLAPARK;Critico;Servidor
6716;3147;2;438;752;UDLAPARK;Bueno;Laptop
6717;1585;0;0;127;UDLAPARK;Excelente;Computadora de Escritorio
6718;550;1;323;5278;UDLAPARK;Bueno;Laptop
6719;971;0;0;1648;UDLAPARK;Excelente;Laptop
6720;1782;0;0;2223;GRANADOS;Excelente;Servidor
6721;7147;4;1113;11196;COLON;Regular;Laptop
6722;1644;0;0;2398;UDLAPARK;Excelente;Computadora de Escritorio
6723;500;4;1137;7997;UDLAPARK;Regular;Computadora de Escritorio
6724;4403;0;0;6508;GRANADOS;Bueno;Laptop
6725;3511;0;0;6923;UDLAPARK;Bueno;Servidor
6726;956;0;0;688;GRANADOS;Excelente;Servidor
6727;1638;0;0;315;GRANADOS;Excelente;Computadora de Escritorio
6728;1716;0;0;1043;UDLAPARK;Excelente;Laptop
6729;7964;5;1469;35523;UDLAPARK;Critico;Proyector
6730;558;5;879;7557;GRANADOS;Regular;Proyector
6731;3324;1;224;7023;UDLAPARK;Bueno;Computadora de Escritorio
6732;1175;0;0;1447;UDLAPARK;Excelente;Laptop
6733;8355;4;1328;2035;UDLAPARK;Critico;Proyector
6734;1885;0;0;2144;COLON;Excelente;Computadora de Escritorio
6735;146;0;0;1685;UDLAPARK;Excelente;Laptop
6736;2928;1;368;7079;UDLAPARK;Bueno;Computadora de Escritorio
6737;861;7;1334;22271;GRANADOS;Critico;Proyector
6738;772;0;0;236;UDLAPARK;Excelente;Computadora de Escritorio
6739;1314;0;0;2645;COLON;Excelente;Computadora de Escritorio
6740;8154;4;1155;23916;UDLAPARK;Critico;Computadora de Escritorio
6741;1026;0;0;2844;UDLAPARK;Excelente;Laptop
6742;1987;0;0;1129;UDLAPARK;Excelente;Laptop
6743;4511;1;306;5563;UDLAPARK;Bueno;Proyector
6744;8762;3;999;23291;GRANADOS;Critico;Computadora de Escritorio
6745;3498;1;313;2358;UDLAPARK;Bueno;Computadora de Escritorio
6746;9342;3;952;21967;UDLAPARK;Critico;Proyector
6747;5618;4;1212;14763;GRANADOS;Regular;Proyector
6748;1197;0;0;2452;UDLAPARK;Excelente;Computadora de Escritorio
6749;1000;5;1946;3509;GRANADOS;Critico;Laptop
6750;5029;0;0;3084;GRANADOS;Bueno;Computadora de Escritorio
6751;2014;0;0;82;UDLAPARK;Excelente;Laptop
6752;4283;2;549;5144;UDLAPARK;Bueno;Computadora de Escritorio
6753;1324;0;0;407;UDLAPARK;Excelente;Proyector
6754;1589;0;0;232;UDLAPARK;Excelente;Servidor
6755;250;0;0;2934;UDLAPARK;Excelente;Computadora de Escritorio
6756;3194;1;186;5551;UDLAPARK;Bueno;Laptop
6757;6286;5;1423;1480;UDLAPARK;Regular;Computadora de Escritorio
6758;3854;1;176;4608;GRANADOS;Bueno;Servidor
6759;8511;5;1185;2487;GRANADOS;Critico;Computadora de Escritorio
6760;1514;0;0;2183;GRANADOS;Excelente;Laptop
6761;1416;0;0;1812;UDLAPARK;Excelente;Computadora de Escritorio
6762;1485;0;0;1685;UDLAPARK;Excelente;Computadora de Escritorio
6763;842;0;0;2106;UDLAPARK;Excelente;Laptop
6764;1269;0;0;2521;GRANADOS;Excelente;Laptop
6765;6777;4;1082;12435;UDLAPARK;Regular;Laptop
6766;8395;4;608;15816;GRANADOS;Critico;Computadora de Escritorio
6767;8683;1;348;21078;UDLAPARK;Critico;Laptop
6768;1444;0;0;2291;UDLAPARK;Excelente;Proyector
6769;9003;4;785;25341;UDLAPARK;Critico;Proyector
6770;608;0;0;982;GRANADOS;Excelente;Proyector
6771;1681;0;0;385;UDLAPARK;Excelente;Computadora de Escritorio
6772;8811;7;2334;29333;UDLAPARK;Critico;Laptop
6773;3717;1;202;5272;UDLAPARK;Bueno;Servidor
6774;1339;0;0;272;GRANADOS;Excelente;Computadora de Escritorio
6775;4579;0;0;4211;GRANADOS;Bueno;Proyector
6776;1315;0;0;747;GRANADOS;Excelente;Proyector
6777;6696;4;1491;13695;COLON;Regular;Proyector
6778;5325;2;326;7473;UDLAPARK;Bueno;Computadora de Escritorio
6779;8461;0;0;26335;UDLAPARK;Critico;Laptop
6780;1554;0;0;842;UDLAPARK;Excelente;Servidor
6781;2263;0;0;7098;UDLAPARK;Bueno;Computadora de Escritorio
6782;4499;1;203;354;UDLAPARK;Bueno;Servidor
6783;4872;2;709;6757;GRANADOS;Bueno;Servidor
6784;1492;0;0;2262;UDLAPARK;Excelente;Proyector
6785;7651;7;1083;14511;UDLAPARK;Regular;Computadora de Escritorio
6786;9161;5;1679;3180;UDLAPARK;Critico;Computadora de Escritorio
6787;9279;7;1267;18408;UDLAPARK;Critico;Proyector
6788;6201;4;105;9785;GRANADOS;Regular;Proyector
6789;7829;8;2755;37164;UDLAPARK;Critico;Laptop
6790;4893;0;0;2309;GRANADOS;Bueno;Laptop
6791;5886;2;656;11214;GRANADOS;Regular;Servidor
6792;212;0;0;2027;UDLAPARK;Excelente;Laptop
6793;4411;1;205;6957;UDLAPARK;Bueno;Servidor
6794;2159;0;0;1655;UDLAPARK;Excelente;Proyector
6795;3845;0;0;7413;UDLAPARK;Bueno;Computadora de Escritorio
6796;1289;0;0;862;UDLAPARK;Excelente;Computadora de Escritorio
6797;7698;4;1372;38018;UDLAPARK;Critico;Computadora de Escritorio
6798;989;0;0;103;UDLAPARK;Excelente;Laptop
6799;2334;0;0;2344;UDLAPARK;Excelente;Computadora de Escritorio
6800;371;2;662;3418;UDLAPARK;Bueno;Computadora de Escritorio
6801;1424;0;0;1259;UDLAPARK;Excelente;Servidor
6802;1188;0;0;2797;GRANADOS;Excelente;Impresora
6803;1892;0;0;531;UDLAPARK;Excelente;Computadora de Escritorio
6804;3242;3;949;5052;GRANADOS;Bueno;Computadora de Escritorio
6805;512;0;0;7393;COLON;Bueno;Proyector
6806;7637;2;391;12217;GRANADOS;Regular;Computadora de Escritorio
6807;500;3;915;865;COLON;Regular;Laptop
6808;2934;0;0;5325;UDLAPARK;Bueno;Laptop
6809;1694;0;0;1161;UDLAPARK;Excelente;Computadora de Escritorio
6810;731;0;0;2776;GRANADOS;Excelente;Proyector
6811;5951;3;469;11261;GRANADOS;Regular;Computadora de Escritorio
6812;1131;0;0;1435;GRANADOS;Excelente;Impresora
6813;1853;0;0;396;GRANADOS;Excelente;Proyector
6814;7666;3;604;8963;UDLAPARK;Regular;Servidor
6815;2534;1;295;2131;UDLAPARK;Bueno;Computadora de Escritorio
6816;822;0;0;2061;GRANADOS;Excelente;Computadora de Escritorio
6817;1521;0;0;2085;UDLAPARK;Excelente;Computadora de Escritorio
6818;8482;8;2266;39359;GRANADOS;Critico;Servidor
6819;9439;2;325;21248;GRANADOS;Critico;Proyector
6820;5516;1;252;13017;COLON;Regular;Laptop
6821;3473;1;188;7494;GRANADOS;Bueno;Computadora de Escritorio
6822;3493;1;285;5493;UDLAPARK;Bueno;Computadora de Escritorio
6823;9172;3;531;17282;UDLAPARK;Critico;Computadora de Escritorio
6824;8193;5;781;29099;UDLAPARK;Critico;Laptop
6825;1485;0;0;2109;UDLAPARK;Excelente;Servidor
6826;5555;0;0;14212;UDLAPARK;Regular;Proyector
6827;1287;0;0;507;GRANADOS;Excelente;Computadora de Escritorio
6828;2149;0;0;27;UDLAPARK;Excelente;Laptop
6829;800;5;958;10989;GRANADOS;Regular;Computadora de Escritorio
6830;3533;2;441;4668;UDLAPARK;Bueno;Proyector
6831;8369;2;587;3096;GRANADOS;Critico;Computadora de Escritorio
6832;1583;0;0;9;GRANADOS;Excelente;Laptop
6833;4501;0;0;2656;UDLAPARK;Bueno;Laptop
6834;8596;6;923;15398;UDLAPARK;Critico;Proyector
6835;8655;4;709;2998;UDLAPARK;Critico;Computadora de Escritorio
6836;1852;0;0;1391;UDLAPARK;Excelente;Computadora de Escritorio
6837;4002;1;328;4353;UDLAPARK;Bueno;Computadora de Escritorio
6838;463;1;357;4482;UDLAPARK;Bueno;Proyector
6839;1843;0;0;925;COLON;Excelente;Computadora de Escritorio
6840;8866;4;1313;33511;GRANADOS;Critico;Servidor
6841;8707;4;853;27167;GRANADOS;Critico;Servidor
6842;226;0;0;259;COLON;Excelente;Computadora de Escritorio
6843;250;0;0;1847;UDLAPARK;Excelente;Laptop
6844;1597;0;0;287;UDLAPARK;Excelente;Laptop
6845;8281;5;1982;28515;UDLAPARK;Critico;Computadora de Escritorio
6846;1901;0;0;2585;UDLAPARK;Excelente;Computadora de Escritorio
6847;4195;0;0;3039;UDLAPARK;Bueno;Computadora de Escritorio
6848;3978;0;0;3619;UDLAPARK;Bueno;Laptop
6849;550;3;1017;6942;UDLAPARK;Bueno;Computadora de Escritorio
6850;1472;0;0;1434;UDLAPARK;Excelente;Laptop
6851;977;0;0;1599;UDLAPARK;Excelente;Servidor
6852;796;8;1976;39373;UDLAPARK;Critico;Proyector
6853;8546;5;997;30403;UDLAPARK;Critico;Impresora
6854;5938;2;396;12122;UDLAPARK;Regular;Laptop
6855;1418;0;0;624;UDLAPARK;Excelente;Computadora de Escritorio
6856;2211;0;0;244;UDLAPARK;Excelente;Servidor
6857;2503;2;304;6799;GRANADOS;Bueno;Computadora de Escritorio
6858;2333;0;0;2703;UDLAPARK;Excelente;Impresora
6859;1000;10;1745;36303;UDLAPARK;Critico;Proyector
6860;406;1;30;2252;COLON;Bueno;Impresora
6861;1354;0;0;1808;UDLAPARK;Excelente;Computadora de Escritorio
6862;9008;6;1254;35061;GRANADOS;Critico;Computadora de Escritorio
6863;9018;2;743;32386;UDLAPARK;Critico;Computadora de Escritorio
6864;1354;0;0;214;UDLAPARK;Excelente;Computadora de Escritorio
6865;4234;0;0;2116;UDLAPARK;Bueno;Laptop
6866;1245;0;0;237;UDLAPARK;Excelente;Computadora de Escritorio
6867;200;2;771;2886;UDLAPARK;Bueno;Laptop
6868;1422;0;0;849;UDLAPARK;Excelente;Laptop
6869;4071;0;0;2424;UDLAPARK;Bueno;Laptop
6870;9355;2;751;16205;UDLAPARK;Critico;Laptop
6871;3552;1;337;7471;UDLAPARK;Bueno;Computadora de Escritorio
6872;839;0;0;2682;COLON;Excelente;Computadora de Escritorio
6873;2803;0;0;382;COLON;Bueno;Computadora de Escritorio
6874;50;0;0;1136;GRANADOS;Excelente;Computadora de Escritorio
6875;859;4;1545;18218;GRANADOS;Critico;Computadora de Escritorio
6876;2301;1;315;6366;COLON;Bueno;Impresora
6877;1931;0;0;2153;UDLAPARK;Excelente;Computadora de Escritorio
6878;97;0;0;551;UDLAPARK;Excelente;Proyector
6879;5736;2;493;13954;COLON;Regular;Laptop
6880;1886;0;0;165;UDLAPARK;Excelente;Servidor
6881;6995;3;1017;9362;GRANADOS;Regular;Impresora
6882;2072;0;0;1636;UDLAPARK;Excelente;Laptop
6883;677;0;0;2957;UDLAPARK;Excelente;Proyector
6884;2077;1;192;7124;COLON;Bueno;Computadora de Escritorio
6885;9101;4;789;15833;UDLAPARK;Critico;Proyector
6886;8366;5;1118;37599;UDLAPARK;Critico;Computadora de Escritorio
6887;1198;0;0;382;UDLAPARK;Excelente;Computadora de Escritorio
6888;4477;0;0;6682;COLON;Bueno;Servidor
6889;199;0;0;375;UDLAPARK;Excelente;Proyector
